"Guid","Description","Product2Id","Quantity","SBQQ__ParentID__c","SBQQ__SubscriptionType__c","ServiceDate","SortOrder","TotalPrice","UnitPrice","sbaa__ApprovalStatus__c"
00fbd978-a014-4916-b279-d8130a5c0948,"#N/A",dec47bca-0330-4673-a5bc-ff56d3db70fb,20.0,"#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
010015d2-a54a-4d9b-bac0-4ada3a051987,"#N/A",3c164e09-0bfa-46e7-9746-10b085d51036,1.0,"#N/A","#N/A","#N/A","#N/A",5000.0,5000.0,"#N/A"
010726f0-ff84-4988-92ff-d81c1d51006d,"#N/A",8a2511ec-f731-4449-8034-90ea45baed6b,20.0,"#N/A","#N/A","#N/A","#N/A",17500.0,875.0,"#N/A"
0107864a-32ad-494c-b1b1-8903e5087243,"#N/A",a6a548ea-163b-48de-b423-15264edd5c0c,5.0,"#N/A","#N/A","#N/A","#N/A",3995.0,799.0,"#N/A"
010b42ae-421c-4a97-843d-9513087b9be8,"#N/A",dec47bca-0330-4673-a5bc-ff56d3db70fb,20.0,"#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
013de46e-ade1-494b-928c-c938d2a3ca0b,"#N/A",d3623f43-15fc-4e25-b753-7479ac76cbe3,8.0,"#N/A","#N/A","#N/A","#N/A",400.0,50.0,"#N/A"
013eac5e-db08-48df-881c-8be014a66aaa,"#N/A",2389b7d7-e25c-4bbc-acf9-2090cbaae980,100.0,"#N/A","#N/A","#N/A","#N/A",30000.0,300.0,"#N/A"
01486fcc-dc50-4f6e-b411-b35aa5877f52,"#N/A",7a4f7292-0146-436c-874b-468b294c4ab5,6.0,"#N/A","#N/A","#N/A","#N/A",1600.00000002,266.66666667,"#N/A"
0149d8f2-25e1-42f3-9b36-7400bf16194b,"#N/A",2389b7d7-e25c-4bbc-acf9-2090cbaae980,15.0,"#N/A","#N/A","#N/A","#N/A",4500.0,300.0,"#N/A"
015e04ca-4d87-4481-b026-42124af6853e,"#N/A",72f3a0a4-0678-4743-8ea6-d331724eea8d,1.0,"#N/A","#N/A","#N/A","#N/A",2000.0,2000.0,"#N/A"
015e85b1-c25f-417b-8a30-1415a15ee5a8,"#N/A",cdcb4c5f-c267-491d-bc0a-f52ecdb1d2d2,1.0,"#N/A","#N/A","#N/A","#N/A",1000.0,1000.0,"#N/A"
016af048-ab6c-4ded-8917-3b5e1e6169fb,"#N/A",2389b7d7-e25c-4bbc-acf9-2090cbaae980,15.0,"#N/A","#N/A","#N/A","#N/A",4500.0,300.0,"#N/A"
01731015-dd27-451a-a6d7-747786d679d3,"#N/A",dec47bca-0330-4673-a5bc-ff56d3db70fb,20.0,"#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
01826fb3-f226-4abb-b6bb-0a94be5306b4,"#N/A",5fafe8a1-29fd-4d4e-93d9-521cc4fc9758,10.0,"#N/A","#N/A","#N/A","#N/A",5800.0,580.0,"#N/A"
01867021-f8e2-4f6f-8128-7935cc5f025f,"#N/A",642ecc9e-34c9-4e47-995f-168fa06df1b7,1.0,"#N/A","#N/A","#N/A","#N/A",75000.0,75000.0,"#N/A"
01889c1e-2195-48df-85a1-d7bab1dd5004,"#N/A",dec47bca-0330-4673-a5bc-ff56d3db70fb,20.0,"#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
0190e3ca-596e-4f7a-8b45-71effada8a16,"#N/A",dec47bca-0330-4673-a5bc-ff56d3db70fb,20.0,"#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
01cedccc-1864-491e-9b66-85536e8af218,"#N/A",a60aead3-0081-4b58-b6d7-bb62164285b8,4.0,"#N/A","#N/A","#N/A","#N/A",3600.0,900.0,"#N/A"
01d483a4-ad97-4f5d-8f2f-32532dd5c232,"#N/A",d3623f43-15fc-4e25-b753-7479ac76cbe3,12.0,"#N/A","#N/A","#N/A","#N/A",600.0,50.0,"#N/A"
01dfbf9a-2ed6-4110-aa73-892ee08fd354,"#N/A",7a4f7292-0146-436c-874b-468b294c4ab5,6.0,"#N/A","#N/A","#N/A","#N/A",1600.00000002,266.66666667,"#N/A"
01edf6cc-ddfc-4ab3-9159-60d62458e738,"#N/A",7fe287c5-6760-4819-be85-c105266a030a,1.0,"#N/A","#N/A","#N/A","#N/A",7500.0,7500.0,"#N/A"
01f50914-a935-483e-b37e-532b59911064,"#N/A",a60aead3-0081-4b58-b6d7-bb62164285b8,4.0,"#N/A","#N/A","#N/A","#N/A",3600.0,900.0,"#N/A"
01f5c515-53b3-4e39-8e3f-08ba93faea42,"#N/A",2389b7d7-e25c-4bbc-acf9-2090cbaae980,1.0,"#N/A","#N/A","#N/A","#N/A",300.0,300.0,"#N/A"
0218908c-75f3-47d5-a6aa-57823ce39998,"#N/A",a6a548ea-163b-48de-b423-15264edd5c0c,5.0,"#N/A","#N/A","#N/A","#N/A",3995.0,799.0,"#N/A"
02189595-7204-4a66-933b-5d9c2583a1af,"#N/A",4d30061a-afe1-4e02-942d-c326e9d17913,1.0,"#N/A","#N/A","#N/A","#N/A",25000.0,25000.0,"#N/A"
02216c4b-f564-47f0-a559-5b1c9c6aab6e,"#N/A",2389b7d7-e25c-4bbc-acf9-2090cbaae980,100.0,"#N/A","#N/A","#N/A","#N/A",30000.0,300.0,"#N/A"
022839b4-a854-4333-88bc-258e7e9af03a,"#N/A",7738071f-1035-4ae3-a749-78e2b6c32e13,15.0,"#N/A","#N/A","#N/A","#N/A",6750.0,450.0,"#N/A"
022bca75-60f6-4962-baf6-6553b728b77e,"#N/A",2389b7d7-e25c-4bbc-acf9-2090cbaae980,15.0,"#N/A","#N/A","#N/A","#N/A",4500.0,300.0,"#N/A"
0230468e-a63f-4a30-b703-667726305cfe,"#N/A",7a4f7292-0146-436c-874b-468b294c4ab5,2.0,"#N/A","#N/A","#N/A","#N/A",1600.0,800.0,"#N/A"
028976a3-a2fe-4f9e-a164-bdce4b2fe4ca,"#N/A",4d30061a-afe1-4e02-942d-c326e9d17913,1.0,"#N/A","#N/A","#N/A","#N/A",25000.0,25000.0,"#N/A"
02b89ecd-27ab-4d49-a069-f813e2419cf2,"#N/A",a60aead3-0081-4b58-b6d7-bb62164285b8,4.0,"#N/A","#N/A","#N/A","#N/A",3600.0,900.0,"#N/A"
02bbac0e-c425-4011-b0a8-4f0845a4a396,"#N/A",72f3a0a4-0678-4743-8ea6-d331724eea8d,1.0,"#N/A","#N/A","#N/A","#N/A",2000.0,2000.0,"#N/A"
02c06313-bdf5-406a-a873-3db09a1272be,"#N/A",e4b8f24a-1e00-4925-b72a-9fbc68c34af2,2.0,"#N/A","#N/A","#N/A","#N/A",800.0,400.0,"#N/A"
02d14aba-ab69-4ff3-84f5-269984de4e21,"#N/A",d3623f43-15fc-4e25-b753-7479ac76cbe3,8.0,"#N/A","#N/A","#N/A","#N/A",400.0,50.0,"#N/A"
02db1057-ab81-4729-a5cb-0a4168e2f79e,"#N/A",7a4f7292-0146-436c-874b-468b294c4ab5,6.0,"#N/A","#N/A","#N/A","#N/A",1600.00000002,266.66666667,"#N/A"
02ead09b-6506-431b-8313-fc457e736152,"#N/A",a60aead3-0081-4b58-b6d7-bb62164285b8,4.0,"#N/A","#N/A","#N/A","#N/A",3600.0,900.0,"#N/A"
02f75702-486c-4c60-90b2-573a7e055ea1,"#N/A",4d30061a-afe1-4e02-942d-c326e9d17913,1.0,"#N/A","#N/A","#N/A","#N/A",25000.0,25000.0,"#N/A"
02f83b25-a0d1-4df1-a84c-9cce545fb503,"#N/A",a6a548ea-163b-48de-b423-15264edd5c0c,5.0,"#N/A","#N/A","#N/A","#N/A",3995.0,799.0,"#N/A"
02f96a60-bf50-464a-b487-9f996c34922e,"#N/A",e4b8f24a-1e00-4925-b72a-9fbc68c34af2,5.0,"#N/A","#N/A","#N/A","#N/A",800.0,160.0,"#N/A"
033288f0-a93c-410b-b748-812a5cb828a6,"#N/A",7a4f7292-0146-436c-874b-468b294c4ab5,2.0,"#N/A","#N/A","#N/A","#N/A",1600.0,800.0,"#N/A"
03465aeb-72af-4ea8-aebf-ad8b3f59f130,"#N/A",dec47bca-0330-4673-a5bc-ff56d3db70fb,20.0,"#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
037d89aa-b172-4f14-89bb-7ccec1552fef,"#N/A",d3623f43-15fc-4e25-b753-7479ac76cbe3,8.0,"#N/A","#N/A","#N/A","#N/A",400.0,50.0,"#N/A"
038cc43b-9179-4b7a-b7e3-b873e0ade357,"#N/A",e4b8f24a-1e00-4925-b72a-9fbc68c34af2,2.0,"#N/A","#N/A","#N/A","#N/A",800.0,400.0,"#N/A"
039105f2-5162-4caa-b70a-86358f3e1556,"#N/A",279f5b77-35c4-467f-9edc-36fcb27f26d1,5.0,"#N/A","#N/A","#N/A","#N/A",2500.0,500.0,"#N/A"
0396b314-9029-4f5b-8eaa-b3a89b864cca,"#N/A",7a4f7292-0146-436c-874b-468b294c4ab5,25.0,"#N/A","#N/A","#N/A","#N/A",20000.0,800.0,"#N/A"
03a68d5e-6c76-4c37-a01e-b40fd8314673,"#N/A",f39f4f83-34c0-4d90-9eee-4a8ab498f3b7,18.0,"#N/A","#N/A","#N/A","#N/A",4482.0,249.0,"#N/A"
03b4555c-3c2c-4a04-84d3-2dfdb29f4d0f,"#N/A",7fe287c5-6760-4819-be85-c105266a030a,1.0,"#N/A","#N/A","#N/A","#N/A",7500.0,7500.0,"#N/A"
03b5f359-2769-41e3-a073-148d09d7dce6,"#N/A",7a4f7292-0146-436c-874b-468b294c4ab5,2.0,"#N/A","#N/A","#N/A","#N/A",1600.0,800.0,"#N/A"
03b60de3-6353-48cd-8bd7-52582630c528,"#N/A",e4b8f24a-1e00-4925-b72a-9fbc68c34af2,5.0,"#N/A","#N/A","#N/A","#N/A",800.0,160.0,"#N/A"
03bc7aea-9d74-4343-a0bb-87b3f534ccae,"#N/A",3c164e09-0bfa-46e7-9746-10b085d51036,1.0,"#N/A","#N/A","#N/A","#N/A",5000.0,5000.0,"#N/A"
03c7baba-801c-45d2-a9b1-1dfc53b81881,"#N/A",279f5b77-35c4-467f-9edc-36fcb27f26d1,5.0,"#N/A","#N/A","#N/A","#N/A",2500.0,500.0,"#N/A"
040a3be4-82bc-4a5c-8468-28803c529ef1,"#N/A",2389b7d7-e25c-4bbc-acf9-2090cbaae980,15.0,"#N/A","#N/A","#N/A","#N/A",4500.0,300.0,"#N/A"
043356fd-5bf9-4ad4-bc93-f0571af42bad,"#N/A",a60aead3-0081-4b58-b6d7-bb62164285b8,4.0,"#N/A","#N/A","#N/A","#N/A",3600.0,900.0,"#N/A"
0450e2d8-4d4f-468f-8e64-1da25cd1801d,"#N/A",d3623f43-15fc-4e25-b753-7479ac76cbe3,8.0,"#N/A","#N/A","#N/A","#N/A",400.0,50.0,"#N/A"
045913b6-9f8b-4af9-85da-d7e24116fe2b,"#N/A",5fafe8a1-29fd-4d4e-93d9-521cc4fc9758,10.0,"#N/A","#N/A","#N/A","#N/A",5800.0,580.0,"#N/A"
0478370e-df4a-4629-97f4-09b58aa72d28,"#N/A",dec47bca-0330-4673-a5bc-ff56d3db70fb,10.0,"#N/A","#N/A","#N/A","#N/A",11000.0,1100.0,"#N/A"
047b3b7c-c5a2-4217-92a6-4d0942d821ad,"#N/A",3c164e09-0bfa-46e7-9746-10b085d51036,1.0,"#N/A","#N/A","#N/A","#N/A",5000.0,5000.0,"#N/A"
047e168f-e575-4876-83fa-9e85e323ce67,"#N/A",a6a548ea-163b-48de-b423-15264edd5c0c,5.0,"#N/A","#N/A","#N/A","#N/A",3995.0,799.0,"#N/A"
04b6b91e-4f7e-4d63-aafe-cafbe036278c,"#N/A",279f5b77-35c4-467f-9edc-36fcb27f26d1,5.0,"#N/A","#N/A","#N/A","#N/A",2500.0,500.0,"#N/A"
04cf2df2-877d-4178-8e51-344b8488d648,"#N/A",4d30061a-afe1-4e02-942d-c326e9d17913,1.0,"#N/A","#N/A","#N/A","#N/A",25000.0,25000.0,"#N/A"
04f10c80-a686-4dea-9575-88da98d2a871,"#N/A",7a4f7292-0146-436c-874b-468b294c4ab5,6.0,"#N/A","#N/A","#N/A","#N/A",1600.00000002,266.66666667,"#N/A"
04ff1d95-d64d-4163-ab10-34d684f08782,"#N/A",cdcb4c5f-c267-491d-bc0a-f52ecdb1d2d2,1.0,"#N/A","#N/A","#N/A","#N/A",1000.0,1000.0,"#N/A"
051a43b2-7521-4165-a807-f91c6d8faab5,"#N/A",dec47bca-0330-4673-a5bc-ff56d3db70fb,20.0,"#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
052a8557-25cc-4c85-a6ed-9866c3b450e2,"#N/A",a6a548ea-163b-48de-b423-15264edd5c0c,5.0,"#N/A","#N/A","#N/A","#N/A",3995.0,799.0,"#N/A"
0531070e-3ac4-435a-81c4-73adbaf7c77c,"#N/A",5fafe8a1-29fd-4d4e-93d9-521cc4fc9758,10.0,"#N/A","#N/A","#N/A","#N/A",5800.0,580.0,"#N/A"
05445adf-58e0-4f3e-914b-cdeddb0888cb,"#N/A",a60aead3-0081-4b58-b6d7-bb62164285b8,4.0,"#N/A","#N/A","#N/A","#N/A",3600.0,900.0,"#N/A"
054e1410-b0fa-4ca0-bfcc-6d43a49227f8,"#N/A",e4b8f24a-1e00-4925-b72a-9fbc68c34af2,5.0,"#N/A","#N/A","#N/A","#N/A",800.0,160.0,"#N/A"
0579c521-548d-41bd-9ae6-b10dc3b44656,"#N/A",ddbf13b6-3320-49ca-9ec6-b05d4e229083,1.0,"#N/A","#N/A","#N/A","#N/A",5000.0,5000.0,"#N/A"
05add18f-6ff4-4aba-8bdf-4d43fea0dbee,"#N/A",dec47bca-0330-4673-a5bc-ff56d3db70fb,20.0,"#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
05ae6bdf-216c-4415-9c81-a791255c0631,"#N/A",cdcb4c5f-c267-491d-bc0a-f52ecdb1d2d2,1.0,"#N/A","#N/A","#N/A","#N/A",1000.0,1000.0,"#N/A"
05b3dec4-d467-4b0d-a922-7aaa2a6a9cea,"#N/A",a60aead3-0081-4b58-b6d7-bb62164285b8,4.0,"#N/A","#N/A","#N/A","#N/A",3600.0,900.0,"#N/A"
05bf67f1-a70c-4611-90a2-45ce1da0d9d7,"#N/A",7a4f7292-0146-436c-874b-468b294c4ab5,2.0,"#N/A","#N/A","#N/A","#N/A",1600.0,800.0,"#N/A"
05d5768d-826f-41c8-b036-62a27b26a319,"#N/A",e4b8f24a-1e00-4925-b72a-9fbc68c34af2,5.0,"#N/A","#N/A","#N/A","#N/A",800.0,160.0,"#N/A"
05fc85e2-27ff-4ace-a22e-97e0b350fae9,"#N/A",e4b8f24a-1e00-4925-b72a-9fbc68c34af2,2.0,"#N/A","#N/A","#N/A","#N/A",800.0,400.0,"#N/A"
0637fbea-9110-4cd1-b567-f927dffb6188,"#N/A",a6a548ea-163b-48de-b423-15264edd5c0c,5.0,"#N/A","#N/A","#N/A","#N/A",3995.0,799.0,"#N/A"
064725c6-fb66-4f2e-aa47-c0e326b89c45,"#N/A",a60aead3-0081-4b58-b6d7-bb62164285b8,4.0,"#N/A","#N/A","#N/A","#N/A",3600.0,900.0,"#N/A"
0647da91-0e36-4cf7-b6fb-592e74204c9d,"#N/A",7fe287c5-6760-4819-be85-c105266a030a,1.0,"#N/A","#N/A","#N/A","#N/A",7500.0,7500.0,"#N/A"
064f4275-1a65-40b2-a162-fb42fb2b2410,"#N/A",642ecc9e-34c9-4e47-995f-168fa06df1b7,1.0,"#N/A","#N/A","#N/A","#N/A",75000.0,75000.0,"#N/A"
065b1a57-a417-441e-a613-2b0285526fbe,"#N/A",7fe287c5-6760-4819-be85-c105266a030a,1.0,"#N/A","#N/A","#N/A","#N/A",7500.0,7500.0,"#N/A"
068659b7-2709-4435-8682-cb418a045894,"#N/A",a60aead3-0081-4b58-b6d7-bb62164285b8,4.0,"#N/A","#N/A","#N/A","#N/A",3600.0,900.0,"#N/A"
068ac2cc-8f41-431e-89ef-bc415559b7df,"#N/A",a6a548ea-163b-48de-b423-15264edd5c0c,5.0,"#N/A","#N/A","#N/A","#N/A",3995.0,799.0,"#N/A"
06982cc0-c2c6-40d7-a5c1-5de2d39adfb2,"#N/A",a60aead3-0081-4b58-b6d7-bb62164285b8,4.0,"#N/A","#N/A","#N/A","#N/A",3600.0,900.0,"#N/A"
06b0838b-d087-46c0-a8cc-4ddf1f24d399,"#N/A",2389b7d7-e25c-4bbc-acf9-2090cbaae980,1.0,"#N/A","#N/A","#N/A","#N/A",300.0,300.0,"#N/A"
06b6feae-edbc-4574-a6ae-7a35cc3e7d75,"#N/A",7fe287c5-6760-4819-be85-c105266a030a,1.0,"#N/A","#N/A","#N/A","#N/A",7500.0,7500.0,"#N/A"
06c17552-9b52-4913-8826-c0cf3bc7148f,"#N/A",5fafe8a1-29fd-4d4e-93d9-521cc4fc9758,10.0,"#N/A","#N/A","#N/A","#N/A",5800.0,580.0,"#N/A"
06c2556f-cb2c-4ebd-b961-453496140440,"#N/A",3c164e09-0bfa-46e7-9746-10b085d51036,1.0,"#N/A","#N/A","#N/A","#N/A",5000.0,5000.0,"#N/A"
06ce41d3-6bc3-4f93-8d96-c01f0b6e2c43,"#N/A",2389b7d7-e25c-4bbc-acf9-2090cbaae980,15.0,"#N/A","#N/A","#N/A","#N/A",4500.0,300.0,"#N/A"
06f4b12f-99f3-428d-93f1-785691f3fedd,"#N/A",a60aead3-0081-4b58-b6d7-bb62164285b8,4.0,"#N/A","#N/A","#N/A","#N/A",3600.0,900.0,"#N/A"
071032a7-f167-41f5-b7ef-6508d0e86516,"#N/A",e4b8f24a-1e00-4925-b72a-9fbc68c34af2,5.0,"#N/A","#N/A","#N/A","#N/A",800.0,160.0,"#N/A"
0715b690-b99f-4ccd-8316-71243fec987b,"#N/A",4d30061a-afe1-4e02-942d-c326e9d17913,1.0,"#N/A","#N/A","#N/A","#N/A",25000.0,25000.0,"#N/A"
071b54bd-b7d9-4803-93c6-2723aaec2891,"#N/A",f39f4f83-34c0-4d90-9eee-4a8ab498f3b7,10.0,"#N/A","#N/A","#N/A","#N/A",2490.0,249.0,"#N/A"
072a4c14-2d91-4d32-aa27-0c9bc2790dcb,"#N/A",7a4f7292-0146-436c-874b-468b294c4ab5,2.0,"#N/A","#N/A","#N/A","#N/A",1600.0,800.0,"#N/A"
072b8a10-6eac-4add-a1d2-963180db7b27,"#N/A",a6a548ea-163b-48de-b423-15264edd5c0c,5.0,"#N/A","#N/A","#N/A","#N/A",3995.0,799.0,"#N/A"
073982de-6c16-4163-8fef-dfcf7c07f18f,"#N/A",2389b7d7-e25c-4bbc-acf9-2090cbaae980,1.0,"#N/A","#N/A","#N/A","#N/A",300.0,300.0,"#N/A"
074c5772-7cc6-4ee2-8d72-4830da8fc4bc,"#N/A",7a4f7292-0146-436c-874b-468b294c4ab5,2.0,"#N/A","#N/A","#N/A","#N/A",1600.0,800.0,"#N/A"
0762694f-4ea1-4884-b108-71d1b4d124aa,"#N/A",a6a548ea-163b-48de-b423-15264edd5c0c,5.0,"#N/A","#N/A","#N/A","#N/A",3995.0,799.0,"#N/A"
07907149-c137-4e96-8bb2-148b118fd472,"#N/A",3c164e09-0bfa-46e7-9746-10b085d51036,1.0,"#N/A","#N/A","#N/A","#N/A",5000.0,5000.0,"#N/A"
07942c7e-3a2e-42e0-b09d-e9d05d82c000,"#N/A",7a4f7292-0146-436c-874b-468b294c4ab5,2.0,"#N/A","#N/A","#N/A","#N/A",1600.0,800.0,"#N/A"
07c6f417-1212-4a2b-b4da-0651e83656d3,"#N/A",7738071f-1035-4ae3-a749-78e2b6c32e13,15.0,"#N/A","#N/A","#N/A","#N/A",6750.0,450.0,"#N/A"
07fb7191-bf96-4d60-9c75-0721c1dfd3d5,"#N/A",a60aead3-0081-4b58-b6d7-bb62164285b8,4.0,"#N/A","#N/A","#N/A","#N/A",3600.0,900.0,"#N/A"
0835c73d-ae5a-4365-84d8-a4d064852a65,"#N/A",a1f2fd90-0cc1-4211-bb32-7c87c4dfd309,1.0,00kDn00000AIeasIAD,One-time,"#N/A","#N/A",3189.0,3189.0,"#N/A"
0844a452-dbf6-41ae-9838-9a0ff7889198,"#N/A",7fe287c5-6760-4819-be85-c105266a030a,1.0,"#N/A","#N/A","#N/A","#N/A",7500.0,7500.0,"#N/A"
0851b027-066d-4889-923c-ea28821ff294,"#N/A",a60aead3-0081-4b58-b6d7-bb62164285b8,4.0,"#N/A","#N/A","#N/A","#N/A",3600.0,900.0,"#N/A"
085d3607-8031-4c27-8523-f7e0ed4627dd,"#N/A",7a4f7292-0146-436c-874b-468b294c4ab5,25.0,"#N/A","#N/A","#N/A","#N/A",20000.0,800.0,"#N/A"
08688167-7a56-46ab-b9d0-fdffb183cbfa,"#N/A",a6a548ea-163b-48de-b423-15264edd5c0c,5.0,"#N/A","#N/A","#N/A","#N/A",3995.0,799.0,"#N/A"
08a1942d-2a2b-437f-ba6c-c4a2c6d02cd7,"#N/A",a6a548ea-163b-48de-b423-15264edd5c0c,5.0,"#N/A","#N/A","#N/A","#N/A",3995.0,799.0,"#N/A"
08c5fbaa-c99d-4322-b704-9cd8c335a0f3,"#N/A",cdcb4c5f-c267-491d-bc0a-f52ecdb1d2d2,1.0,"#N/A","#N/A","#N/A","#N/A",1000.0,1000.0,"#N/A"
08c620a4-ffed-4e2b-b502-1e70bb2b4728,"#N/A",2389b7d7-e25c-4bbc-acf9-2090cbaae980,15.0,"#N/A","#N/A","#N/A","#N/A",4500.0,300.0,"#N/A"
08cb4589-21da-49f4-9418-0a1c6a888aa6,"#N/A",a60aead3-0081-4b58-b6d7-bb62164285b8,4.0,"#N/A","#N/A","#N/A","#N/A",3600.0,900.0,"#N/A"
08d20cad-9e3b-4bce-84fc-b01ea75685a2,"#N/A",e4b8f24a-1e00-4925-b72a-9fbc68c34af2,2.0,"#N/A","#N/A","#N/A","#N/A",800.0,400.0,"#N/A"
08e72792-71e3-4eda-ab2c-9d6444fc42bc,"#N/A",dec47bca-0330-4673-a5bc-ff56d3db70fb,20.0,"#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
08fe8e97-07c3-48a0-85fa-889c81b6c3d7,"#N/A",7fe287c5-6760-4819-be85-c105266a030a,1.0,"#N/A","#N/A","#N/A","#N/A",7500.0,7500.0,"#N/A"
0929bbb0-988c-40f5-9ad6-9c6c2ad7b38f,"#N/A",a6a548ea-163b-48de-b423-15264edd5c0c,5.0,"#N/A","#N/A","#N/A","#N/A",3995.0,799.0,"#N/A"
09316f95-6756-4a88-9f36-4de09b5c7b76,"#N/A",d3623f43-15fc-4e25-b753-7479ac76cbe3,12.0,"#N/A","#N/A","#N/A","#N/A",600.0,50.0,"#N/A"
0957bc7a-7161-4dc0-abe1-84a3e235bc38,"#N/A",7a4f7292-0146-436c-874b-468b294c4ab5,2.0,"#N/A","#N/A","#N/A","#N/A",1600.0,800.0,"#N/A"
09593d59-40b1-4e5d-80c9-aa480e912a6d,"#N/A",dec47bca-0330-4673-a5bc-ff56d3db70fb,20.0,"#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
095ac2ec-eac5-48f5-957b-1a5f0d2b00ce,"#N/A",642ecc9e-34c9-4e47-995f-168fa06df1b7,1.0,"#N/A","#N/A","#N/A","#N/A",75000.0,75000.0,"#N/A"
096993a6-3841-47dc-add4-70d463d1abdb,"#N/A",7fe287c5-6760-4819-be85-c105266a030a,1.0,"#N/A","#N/A","#N/A","#N/A",7500.0,7500.0,"#N/A"
09730d86-6b89-4591-90dd-0063cd885235,"#N/A",a6a548ea-163b-48de-b423-15264edd5c0c,5.0,"#N/A","#N/A","#N/A","#N/A",3995.0,799.0,"#N/A"
097584f1-e48b-40d1-a847-35a1151dd1d2,"#N/A",dec47bca-0330-4673-a5bc-ff56d3db70fb,20.0,"#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
0983fd54-f1a3-4bb2-a2d2-05345c256bbf,"#N/A",e4b8f24a-1e00-4925-b72a-9fbc68c34af2,5.0,"#N/A","#N/A","#N/A","#N/A",800.0,160.0,"#N/A"
0986a0dd-cf49-48c8-b7ab-791bdcd576e3,"#N/A",7738071f-1035-4ae3-a749-78e2b6c32e13,15.0,"#N/A","#N/A","#N/A","#N/A",6750.0,450.0,"#N/A"
